web_scraper_order,web_scraper_start_url,pagination,smaak,€dag,eiwit,vet,data,kcal,lijn,vezels,textuur,shop,merk,merk2,fosfor,ca:p,intact,castraat,sensitive2,graanvrij2,bio2,ingr2,fosfor2,sensitive,graanvrij,bio,ingr
1773261189-563,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Koolvis en zalm,€ 1.87,60%,32%,8%,0.67,Dubbel zo lekker – in gelei – Mix selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-564,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund en gevogelte,€ 1.87,60%,32%,8%,0.67,Dubbel zo lekker – in gelei – Mix selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-565,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Forel en makreel,€ 1.87,60%,32%,8%,0.67,Dubbel zo lekker – in gelei – Vis selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-566,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Haring en forel,€ 1.87,60%,32%,8%,0.67,Dubbel zo lekker – in gelei – Vis selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-567,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Koolvis en zalm,€ 1.87,60%,32%,8%,0.67,Dubbel zo lekker – in gelei – Vis selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-568,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm en sardine,€ 1.87,60%,32%,8%,0.67,Dubbel zo lekker – in gelei – Vis selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-569,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Forel,€ 1.68,57%,34%,9%,0.74,Elke dag feest – in gelei – 7+ – Vis selectie,3.0%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,4,4,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-570,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Sardine,€ 1.68,57%,34%,9%,0.74,Elke dag feest – in gelei – 7+ – Vis selectie,3.0%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,4,4,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-571,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Tonijn,€ 1.68,57%,34%,9%,0.74,Elke dag feest – in gelei – 7+ – Vis selectie,3.0%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,4,4,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-572,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm,€ 1.68,57%,34%,9%,0.74,Elke dag feest – in gelei – 7+ – Vis selectie,3.0%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,4,4,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-573,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 1.73,60%,32%,8%,0.67,Elke dag feest – in gelei – Countryside selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-574,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Konijn,€ 1.73,60%,32%,8%,0.67,Elke dag feest – in gelei – Countryside selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-575,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Lam,€ 1.73,60%,32%,8%,0.67,Elke dag feest – in gelei – Countryside selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-576,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 1.73,60%,32%,8%,0.67,Elke dag feest – in gelei – Countryside selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-577,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Forel en sperziebonen,€ 1.87,60%,32%,8%,0.67,Elke dag feest – in gelei – Groente selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-578,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en tomaat,€ 1.87,60%,32%,8%,0.67,Elke dag feest – in gelei – Groente selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-579,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund en wortel,€ 1.87,60%,32%,8%,0.67,Elke dag feest – in gelei – Groente selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-580,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm en courgette,€ 1.87,60%,32%,8%,0.67,Elke dag feest – in gelei – Groente selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-581,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 1.54,58%,29%,12%,0.81,Elke dag feest – in gelei – Junior – Mix Selectie,3.6%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,4,4,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-582,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 1.54,58%,29%,12%,0.81,Elke dag feest – in gelei – Junior – Mix Selectie,3.6%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,4,4,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-583,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Tonijn,€ 1.54,58%,29%,12%,0.81,Elke dag feest – in gelei – Junior – Mix Selectie,3.6%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,4,4,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-584,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm,€ 1.54,58%,29%,12%,0.81,Elke dag feest – in gelei – Junior – Mix Selectie,3.6%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,4,4,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-585,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kabeljauw,€ 1.87,60%,32%,8%,0.67,Elke dag feest – In gelei – Vis selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-586,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Schol,€ 1.87,60%,32%,8%,0.67,Elke dag feest – In gelei – Vis selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-587,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Tonijn,€ 1.87,60%,32%,8%,0.67,Elke dag feest – In gelei – Vis selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-588,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm,€ 1.87,60%,32%,8%,0.67,Elke dag feest – In gelei – Vis selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-589,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Eend,€ 1.66,59%,27%,14%,0.81,Heerlijke reepjes – Farm Selectie,0.2%,Saus,Zooplus,Felix (Purina),Felix (Purina),NB,NB,5,5,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-590,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen,€ 1.66,59%,27%,14%,0.81,Heerlijke reepjes – Farm Selectie,0.2%,Saus,Zooplus,Felix (Purina),Felix (Purina),NB,NB,5,5,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-591,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 1.66,59%,27%,14%,0.81,Heerlijke reepjes – Farm Selectie,0.2%,Saus,Zooplus,Felix (Purina),Felix (Purina),NB,NB,5,5,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-592,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 1.66,59%,27%,14%,0.81,Heerlijke reepjes – Farm Selectie,0.2%,Saus,Zooplus,Felix (Purina),Felix (Purina),NB,NB,5,5,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-593,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kabeljauw,€ 1.66,59%,27%,14%,0.81,Heerlijke reepjes – Vis selectie,0.2%,Saus,Zooplus,Felix (Purina),Felix (Purina),NB,NB,5,5,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-594,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Schol,€ 1.66,59%,27%,14%,0.81,Heerlijke reepjes – Vis selectie,0.2%,Saus,Zooplus,Felix (Purina),Felix (Purina),NB,NB,5,5,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-595,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Tonijn,€ 1.66,59%,27%,14%,0.81,Heerlijke reepjes – Vis selectie,0.2%,Saus,Zooplus,Felix (Purina),Felix (Purina),NB,NB,5,5,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-596,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Zalm,€ 1.66,59%,27%,14%,0.81,Heerlijke reepjes – Vis selectie,0.2%,Saus,Zooplus,Felix (Purina),Felix (Purina),NB,NB,5,5,2,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/2.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-597,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Eend en lam,€ 1.64,45%,39%,16%,0.66,Original – in gelei – Countryside selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-598,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en kalkoen,€ 1.64,45%,39%,16%,0.66,Original – in gelei – Countryside selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-599,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Konijn en lever,€ 1.64,45%,39%,16%,0.66,Original – in gelei – Countryside selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-600,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund en gevogelte,€ 1.64,45%,39%,16%,0.66,Original – in gelei – Countryside selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-601,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Eend en lam,€ 1.56,33%,37%,30%,0.69,Original – in gelei – Gevogelte,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,5,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-602,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kalkoen en lever,€ 1.56,33%,37%,30%,0.69,Original – in gelei – Gevogelte,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,5,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-603,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip en niertjes,€ 1.56,33%,37%,30%,0.69,Original – in gelei – Gevogelte,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,5,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-604,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Konijn en gevogelte,€ 1.56,33%,37%,30%,0.69,Original – in gelei – Gevogelte,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,5,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-605,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Kip,€ 1.33,45%,39%,16%,0.66,Original – in gelei – Mix Selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
1773261189-606,https://leden.catmoneo.nl/adults-natvoer240502hdoi/,,Rund,€ 1.33,45%,39%,16%,0.66,Original – in gelei – Mix Selectie,0.3%,Gelei,PetsPlace,Felix (Purina),Felix (Purina),NB,NB,5,4,3,N,N,3,https://leden.catmoneo.nl/wp-content/uploads/2023/11/6.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/5.jpg,https://leden.catmoneo.nl/wp-content/uploads/2023/06/3.jpg
